split,filepath,ground_truth,score
test,es_116_to_fr_Tacotron_label_fake.npz,Fake,0.967967
test,es_116_to_ru_Xtts_label_fake.npz,Fake,0.962253
test,es_116_to_zh_MicroTts_label_fake.npz,Fake,0.958980
test,es_117_to_ar_MicroTts_label_fake.npz,Fake,0.960447
test,es_117_to_ja_Tacotron_label_fake.npz,Fake,0.968377
test,es_117_to_ru_Bark_label_fake.npz,Fake,0.959367
test,es_118_to_en_Bark_label_fake.npz,Fake,0.955707
test,es_118_to_en_Tacotron_label_fake.npz,Fake,0.960172
test,es_118_to_zh_Xtts_label_fake.npz,Fake,0.953124
test,es_119_to_ar_Xtts_label_fake.npz,Fake,0.969449
test,es_119_to_ru_Bark_label_fake.npz,Fake,0.967247
test,es_119_to_ru_MicroTts_label_fake.npz,Fake,0.964649
test,es_119_to_zh_Xtts_label_fake.npz,Fake,0.971618
test,es_11_to_ar_MicroTts_label_fake.npz,Fake,0.946438
test,es_11_to_ar_Xtts_label_fake.npz,Fake,0.964079
test,es_11_to_en_Xtts_label_fake.npz,Fake,0.903416
test,es_11_to_ja_Tacotron_label_fake.npz,Fake,0.951124
test,es_11_to_ru_Bark_label_fake.npz,Fake,0.917219
test,es_120_to_fr_Tacotron_label_fake.npz,Fake,0.925748
test,es_120_to_ja_Tacotron_label_fake.npz,Fake,0.930808
test,es_120_to_zh_Xtts_label_fake.npz,Fake,0.933247
test,es_121_to_en_Xtts_label_fake.npz,Fake,0.921207
test,es_121_to_fr_MicroTts_label_fake.npz,Fake,0.919074
test,es_121_to_fr_Xtts_label_fake.npz,Fake,0.937300
test,es_121_to_ja_Tacotron_label_fake.npz,Fake,0.925898
test,es_121_to_ru_Bark_label_fake.npz,Fake,0.947101
test,es_121_to_zh_MicroTts_label_fake.npz,Fake,0.932475
test,es_122_to_ar_MicroTts_label_fake.npz,Fake,0.933971
test,es_122_to_en_MicroTts_label_fake.npz,Fake,0.387930
test,es_122_to_en_Tacotron_label_fake.npz,Fake,0.910571
test,es_122_to_ru_Xtts_label_fake.npz,Fake,0.824237
test,es_122_to_zh_MicroTts_label_fake.npz,Fake,0.886737
test,es_12_to_ja_Bark_label_fake.npz,Fake,0.943275
test,es_12_to_ja_Tacotron_label_fake.npz,Fake,0.930969
test,es_12_to_zh_Xtts_label_fake.npz,Fake,0.947771
test,es_13_to_en_MicroTts_label_fake.npz,Fake,0.958420
test,es_13_to_fr_Bark_label_fake.npz,Fake,0.950585
test,es_14_to_en_MicroTts_label_fake.npz,Fake,0.927614
test,es_14_to_en_Tacotron_label_fake.npz,Fake,0.924269
test,es_15_to_en_Bark_label_fake.npz,Fake,0.962081
test,es_15_to_fr_MicroTts_label_fake.npz,Fake,0.840308
test,es_15_to_ja_Bark_label_fake.npz,Fake,0.979308
test,es_15_to_zh_MicroTts_label_fake.npz,Fake,0.929118
test,es_16_to_en_MicroTts_label_fake.npz,Fake,0.904508
test,es_17_label_real.npz,Real,0.044949
test,es_17_to_ar_Xtts_label_fake.npz,Fake,0.914839
test,es_17_to_ja_Tacotron_label_fake.npz,Fake,0.891877
test,es_18_to_ru_Bark_label_fake.npz,Fake,0.924942
test,es_19_to_fr_Tacotron_label_fake.npz,Fake,0.874370
test,es_19_to_ja_MicroTts_label_fake.npz,Fake,0.935402
test,es_19_to_ru_Bark_label_fake.npz,Fake,0.168896
test,es_19_to_ru_MicroTts_label_fake.npz,Fake,0.903607
test,es_19_to_zh_Tacotron_label_fake.npz,Fake,0.943554
test,es_19_to_zh_Xtts_label_fake.npz,Fake,0.882063
test,es_1_to_fr_Xtts_label_fake.npz,Fake,0.960264
test,es_1_to_ja_Bark_label_fake.npz,Fake,0.909172
test,es_20_to_en_MicroTts_label_fake.npz,Fake,0.955055
test,es_20_to_ja_Bark_label_fake.npz,Fake,0.951052
test,es_21_to_en_Bark_label_fake.npz,Fake,0.957972
test,es_21_to_ja_MicroTts_label_fake.npz,Fake,0.954132
test,es_22_to_ja_MicroTts_label_fake.npz,Fake,0.958599
test,es_22_to_ru_Bark_label_fake.npz,Fake,0.918451
test,es_22_to_ru_Xtts_label_fake.npz,Fake,0.950787
test,es_23_to_en_Bark_label_fake.npz,Fake,0.936316
test,es_23_to_en_MicroTts_label_fake.npz,Fake,0.949728
test,es_23_to_zh_Tacotron_label_fake.npz,Fake,0.931999
test,es_24_to_ar_MicroTts_label_fake.npz,Fake,0.241248
test,es_24_to_en_Tacotron_label_fake.npz,Fake,0.941634
test,es_24_to_zh_MicroTts_label_fake.npz,Fake,0.930542
test,es_25_label_real.npz,Real,0.045447
test,es_25_to_en_MicroTts_label_fake.npz,Fake,0.945835
test,es_25_to_fr_MicroTts_label_fake.npz,Fake,0.956968
test,es_25_to_ja_MicroTts_label_fake.npz,Fake,0.946475
test,es_25_to_zh_Bark_label_fake.npz,Fake,0.962380
test,es_26_to_fr_MicroTts_label_fake.npz,Fake,0.225022
test,es_26_to_ja_MicroTts_label_fake.npz,Fake,0.954818
test,es_26_to_ru_Xtts_label_fake.npz,Fake,0.958264
test,es_26_to_zh_MicroTts_label_fake.npz,Fake,0.214280
test,es_27_to_fr_MicroTts_label_fake.npz,Fake,0.229739
test,es_28_to_ar_MicroTts_label_fake.npz,Fake,0.948871
test,es_28_to_fr_Bark_label_fake.npz,Fake,0.938909
test,es_29_to_ja_Tacotron_label_fake.npz,Fake,0.959219
test,es_29_to_ru_MicroTts_label_fake.npz,Fake,0.952246
test,es_2_to_ar_Xtts_label_fake.npz,Fake,0.779091
test,es_2_to_en_Xtts_label_fake.npz,Fake,0.929486
test,es_2_to_ru_MicroTts_label_fake.npz,Fake,0.693861
test,es_30_to_ar_Xtts_label_fake.npz,Fake,0.963851
test,es_30_to_ja_MicroTts_label_fake.npz,Fake,0.961197
test,es_31_label_real.npz,Real,0.040708
test,es_31_to_fr_MicroTts_label_fake.npz,Fake,0.958196
test,es_32_to_ar_Xtts_label_fake.npz,Fake,0.966826
test,es_32_to_en_Tacotron_label_fake.npz,Fake,0.961001
test,es_32_to_fr_MicroTts_label_fake.npz,Fake,0.969784
test,es_32_to_ja_Bark_label_fake.npz,Fake,0.949694
test,es_32_to_ja_Tacotron_label_fake.npz,Fake,0.969829
test,es_32_to_zh_MicroTts_label_fake.npz,Fake,0.971859
test,es_34_to_ar_Xtts_label_fake.npz,Fake,0.952150
test,es_34_to_ru_MicroTts_label_fake.npz,Fake,0.959490
test,es_34_to_ru_Xtts_label_fake.npz,Fake,0.954629
test,es_35_to_en_Bark_label_fake.npz,Fake,0.940535
test,es_35_to_ja_MicroTts_label_fake.npz,Fake,0.967233
test,es_35_to_zh_MicroTts_label_fake.npz,Fake,0.943937
test,es_36_to_zh_Tacotron_label_fake.npz,Fake,0.937803
test,es_37_label_real.npz,Real,0.097363
test,es_37_to_en_Bark_label_fake.npz,Fake,0.956553
test,es_37_to_en_Xtts_label_fake.npz,Fake,0.955190
test,es_37_to_fr_Bark_label_fake.npz,Fake,0.933924
test,es_37_to_fr_Tacotron_label_fake.npz,Fake,0.954474
test,es_37_to_ja_Tacotron_label_fake.npz,Fake,0.930398
test,es_37_to_ru_Bark_label_fake.npz,Fake,0.954482
test,es_38_to_en_Bark_label_fake.npz,Fake,0.953592
test,es_38_to_fr_Tacotron_label_fake.npz,Fake,0.961706
test,es_38_to_ja_MicroTts_label_fake.npz,Fake,0.959189
test,es_39_label_real.npz,Real,0.098911
test,es_39_to_en_Xtts_label_fake.npz,Fake,0.939590
test,es_39_to_zh_Tacotron_label_fake.npz,Fake,0.951110
test,es_39_to_zh_Xtts_label_fake.npz,Fake,0.940669
test,es_3_label_real.npz,Real,0.048310
test,es_40_to_ar_MicroTts_label_fake.npz,Fake,0.933448
test,es_40_to_en_MicroTts_label_fake.npz,Fake,0.940696
test,es_40_to_zh_MicroTts_label_fake.npz,Fake,0.935654
test,es_41_to_fr_Tacotron_label_fake.npz,Fake,0.964655
test,es_41_to_ja_MicroTts_label_fake.npz,Fake,0.959005
test,es_41_to_ru_Xtts_label_fake.npz,Fake,0.258362
test,es_41_to_zh_Tacotron_label_fake.npz,Fake,0.969264
test,es_42_to_zh_Xtts_label_fake.npz,Fake,0.968467
test,es_43_to_ar_Xtts_label_fake.npz,Fake,0.968833
test,es_43_to_ja_MicroTts_label_fake.npz,Fake,0.954255
test,es_44_to_fr_MicroTts_label_fake.npz,Fake,0.968348
test,es_44_to_ru_Bark_label_fake.npz,Fake,0.970280
test,es_45_label_real.npz,Real,0.041837
test,es_45_to_en_Tacotron_label_fake.npz,Fake,0.961541
test,es_45_to_ja_Tacotron_label_fake.npz,Fake,0.960007
test,es_46_to_ar_Xtts_label_fake.npz,Fake,0.960377
test,es_46_to_fr_MicroTts_label_fake.npz,Fake,0.961698
test,es_46_to_ru_Bark_label_fake.npz,Fake,0.931193
test,es_46_to_zh_Bark_label_fake.npz,Fake,0.955451
test,es_46_to_zh_Tacotron_label_fake.npz,Fake,0.939242
test,es_47_to_fr_MicroTts_label_fake.npz,Fake,0.924107
test,es_47_to_fr_Tacotron_label_fake.npz,Fake,0.960438
test,es_47_to_zh_Tacotron_label_fake.npz,Fake,0.937298
test,es_49_to_en_MicroTts_label_fake.npz,Fake,0.948244
test,es_49_to_zh_MicroTts_label_fake.npz,Fake,0.958537
test,es_4_label_real.npz,Real,0.044871
test,es_4_to_en_Tacotron_label_fake.npz,Fake,0.932532
test,es_4_to_en_Xtts_label_fake.npz,Fake,0.936341
test,es_4_to_fr_MicroTts_label_fake.npz,Fake,0.931574
test,es_4_to_ru_Xtts_label_fake.npz,Fake,0.954387
test,es_50_to_ar_Xtts_label_fake.npz,Fake,0.962090
test,es_50_to_en_MicroTts_label_fake.npz,Fake,0.967116
test,es_50_to_ru_Bark_label_fake.npz,Fake,0.948847
test,es_50_to_zh_Bark_label_fake.npz,Fake,0.970278
test,es_50_to_zh_MicroTts_label_fake.npz,Fake,0.967711
test,es_51_to_en_MicroTts_label_fake.npz,Fake,0.916748
test,es_51_to_en_Xtts_label_fake.npz,Fake,0.922364
test,es_51_to_fr_Xtts_label_fake.npz,Fake,0.930619
test,es_51_to_ja_Bark_label_fake.npz,Fake,0.927143
test,es_51_to_zh_Bark_label_fake.npz,Fake,0.919527
test,es_52_to_fr_Tacotron_label_fake.npz,Fake,0.936060
test,es_52_to_ru_Bark_label_fake.npz,Fake,0.938484
test,es_53_to_en_MicroTts_label_fake.npz,Fake,0.929901
test,es_53_to_fr_Bark_label_fake.npz,Fake,0.939825
test,es_53_to_fr_MicroTts_label_fake.npz,Fake,0.936567
test,es_53_to_ja_MicroTts_label_fake.npz,Fake,0.934206
test,es_53_to_ja_Tacotron_label_fake.npz,Fake,0.932264
test,es_53_to_ru_Bark_label_fake.npz,Fake,0.936015
test,es_53_to_zh_MicroTts_label_fake.npz,Fake,0.935302
test,es_53_to_zh_Xtts_label_fake.npz,Fake,0.935262
test,es_54_to_ar_Xtts_label_fake.npz,Fake,0.950736
test,es_54_to_fr_Tacotron_label_fake.npz,Fake,0.963143
test,es_55_to_en_MicroTts_label_fake.npz,Fake,0.930829
test,es_55_to_en_Xtts_label_fake.npz,Fake,0.901029
test,es_55_to_fr_Bark_label_fake.npz,Fake,0.949145
test,es_55_to_fr_Tacotron_label_fake.npz,Fake,0.920260
test,es_55_to_ru_Bark_label_fake.npz,Fake,0.927489
test,es_55_to_zh_MicroTts_label_fake.npz,Fake,0.932841
test,es_56_to_en_Bark_label_fake.npz,Fake,0.924615
test,es_56_to_en_Tacotron_label_fake.npz,Fake,0.925102
test,es_56_to_fr_MicroTts_label_fake.npz,Fake,0.928737
test,es_56_to_ru_Xtts_label_fake.npz,Fake,0.928822
test,es_57_to_en_MicroTts_label_fake.npz,Fake,0.921975
test,es_57_to_en_Xtts_label_fake.npz,Fake,0.948183
test,es_57_to_ru_Xtts_label_fake.npz,Fake,0.900692
test,es_58_label_real.npz,Real,0.041702
test,es_58_to_en_Tacotron_label_fake.npz,Fake,0.946080
test,es_59_to_en_Bark_label_fake.npz,Fake,0.961579
test,es_59_to_zh_MicroTts_label_fake.npz,Fake,0.943779
test,es_60_to_ar_MicroTts_label_fake.npz,Fake,0.955313
test,es_60_to_fr_Tacotron_label_fake.npz,Fake,0.937461
test,es_60_to_ru_MicroTts_label_fake.npz,Fake,0.945699
test,es_60_to_zh_Tacotron_label_fake.npz,Fake,0.909430
test,es_61_to_ru_Bark_label_fake.npz,Fake,0.957207
test,es_61_to_zh_Xtts_label_fake.npz,Fake,0.946879
test,es_62_to_ar_MicroTts_label_fake.npz,Fake,0.138080
test,es_62_to_en_Bark_label_fake.npz,Fake,0.958271
test,es_62_to_en_Tacotron_label_fake.npz,Fake,0.949968
test,es_62_to_en_Xtts_label_fake.npz,Fake,0.937714
test,es_63_to_ja_MicroTts_label_fake.npz,Fake,0.956998
test,es_63_to_ru_MicroTts_label_fake.npz,Fake,0.924592
test,es_64_to_en_Tacotron_label_fake.npz,Fake,0.945559
test,es_64_to_en_Xtts_label_fake.npz,Fake,0.949048
test,es_64_to_zh_MicroTts_label_fake.npz,Fake,0.939146
test,es_64_to_zh_Tacotron_label_fake.npz,Fake,0.954797
test,es_66_to_en_MicroTts_label_fake.npz,Fake,0.927594
test,es_66_to_en_Tacotron_label_fake.npz,Fake,0.938892
test,es_66_to_en_Xtts_label_fake.npz,Fake,0.942698
test,es_66_to_fr_Xtts_label_fake.npz,Fake,0.956791
test,es_66_to_ja_Bark_label_fake.npz,Fake,0.945702
test,es_66_to_ja_Tacotron_label_fake.npz,Fake,0.944230
test,es_67_to_en_MicroTts_label_fake.npz,Fake,0.955332
test,es_67_to_fr_Tacotron_label_fake.npz,Fake,0.937018
test,es_67_to_fr_Xtts_label_fake.npz,Fake,0.954828
test,es_67_to_ja_Bark_label_fake.npz,Fake,0.959171
test,es_68_to_ar_Xtts_label_fake.npz,Fake,0.960759
test,es_68_to_en_Bark_label_fake.npz,Fake,0.963027
test,es_68_to_ru_Xtts_label_fake.npz,Fake,0.958817
test,es_68_to_zh_Tacotron_label_fake.npz,Fake,0.961741
test,es_69_to_ar_MicroTts_label_fake.npz,Fake,0.939503
test,es_69_to_ar_Xtts_label_fake.npz,Fake,0.960390
test,es_69_to_fr_MicroTts_label_fake.npz,Fake,0.947300
test,es_69_to_ja_MicroTts_label_fake.npz,Fake,0.953176
test,es_69_to_zh_Tacotron_label_fake.npz,Fake,0.941721
test,es_6_to_ar_Xtts_label_fake.npz,Fake,0.871602
test,es_6_to_en_Tacotron_label_fake.npz,Fake,0.870525
test,es_6_to_fr_Tacotron_label_fake.npz,Fake,0.911200
test,es_6_to_ru_MicroTts_label_fake.npz,Fake,0.677139
test,es_6_to_zh_Bark_label_fake.npz,Fake,0.972202
test,es_70_label_real.npz,Real,0.048734
test,es_70_to_ar_MicroTts_label_fake.npz,Fake,0.937334
test,es_70_to_zh_Bark_label_fake.npz,Fake,0.945347
test,es_71_to_ar_MicroTts_label_fake.npz,Fake,0.874065
test,es_71_to_zh_Bark_label_fake.npz,Fake,0.926313
test,es_72_to_ja_Tacotron_label_fake.npz,Fake,0.959440
test,es_73_to_en_Bark_label_fake.npz,Fake,0.895750
test,es_73_to_fr_Xtts_label_fake.npz,Fake,0.885747
test,es_73_to_zh_Xtts_label_fake.npz,Fake,0.946735
test,es_74_to_ja_Bark_label_fake.npz,Fake,0.951806
test,es_74_to_ru_Bark_label_fake.npz,Fake,0.898087
test,es_75_to_en_MicroTts_label_fake.npz,Fake,0.920070
test,es_76_to_en_MicroTts_label_fake.npz,Fake,0.942039
test,es_76_to_ja_Bark_label_fake.npz,Fake,0.958561
test,es_76_to_ru_MicroTts_label_fake.npz,Fake,0.929046
test,es_77_to_en_Tacotron_label_fake.npz,Fake,0.954340
test,es_77_to_fr_MicroTts_label_fake.npz,Fake,0.965856
test,es_77_to_ja_MicroTts_label_fake.npz,Fake,0.961369
test,es_78_to_en_MicroTts_label_fake.npz,Fake,0.965491
test,es_78_to_en_Xtts_label_fake.npz,Fake,0.920196
test,es_78_to_fr_MicroTts_label_fake.npz,Fake,0.962676
test,es_78_to_fr_Tacotron_label_fake.npz,Fake,0.972776
test,es_78_to_ru_Xtts_label_fake.npz,Fake,0.966563
test,es_79_to_ar_MicroTts_label_fake.npz,Fake,0.949095
test,es_79_to_fr_Bark_label_fake.npz,Fake,0.947565
test,es_7_label_real.npz,Real,0.056968
test,es_7_to_zh_Bark_label_fake.npz,Fake,0.928209
test,es_80_to_en_Xtts_label_fake.npz,Fake,0.968400
test,es_80_to_fr_Tacotron_label_fake.npz,Fake,0.948447
test,es_80_to_zh_Xtts_label_fake.npz,Fake,0.925793
test,es_81_to_fr_Xtts_label_fake.npz,Fake,0.962704
test,es_81_to_ja_Bark_label_fake.npz,Fake,0.957771
test,es_82_to_fr_Tacotron_label_fake.npz,Fake,0.892461
test,es_82_to_ja_MicroTts_label_fake.npz,Fake,0.906486
test,es_83_to_ar_Xtts_label_fake.npz,Fake,0.947039
test,es_83_to_en_MicroTts_label_fake.npz,Fake,0.954355
test,es_83_to_en_Tacotron_label_fake.npz,Fake,0.938060
test,es_83_to_ru_Bark_label_fake.npz,Fake,0.960104
test,es_83_to_zh_Bark_label_fake.npz,Fake,0.937971
test,es_84_to_ar_Xtts_label_fake.npz,Fake,0.919401
test,es_84_to_fr_MicroTts_label_fake.npz,Fake,0.916252
test,es_85_to_fr_Bark_label_fake.npz,Fake,0.936571
test,es_85_to_zh_Bark_label_fake.npz,Fake,0.935819
test,es_85_to_zh_Xtts_label_fake.npz,Fake,0.954302
test,es_86_label_real.npz,Real,0.055835
test,es_86_to_ja_Bark_label_fake.npz,Fake,0.934394
test,es_86_to_ja_Tacotron_label_fake.npz,Fake,0.938973
test,es_86_to_zh_Bark_label_fake.npz,Fake,0.945242
test,es_86_to_zh_MicroTts_label_fake.npz,Fake,0.944687
test,es_87_to_ru_Bark_label_fake.npz,Fake,0.959672
test,es_87_to_ru_MicroTts_label_fake.npz,Fake,0.965050
test,es_88_label_real.npz,Real,0.055535
test,es_88_to_en_Tacotron_label_fake.npz,Fake,0.948763
test,es_88_to_fr_MicroTts_label_fake.npz,Fake,0.959031
test,es_88_to_fr_Xtts_label_fake.npz,Fake,0.945214
test,es_88_to_ru_Xtts_label_fake.npz,Fake,0.951657
test,es_88_to_zh_Bark_label_fake.npz,Fake,0.953048
test,es_89_to_fr_Tacotron_label_fake.npz,Fake,0.967050
test,es_89_to_ja_Bark_label_fake.npz,Fake,0.954098
test,es_89_to_zh_Bark_label_fake.npz,Fake,0.960788
test,es_8_to_fr_Xtts_label_fake.npz,Fake,0.912340
test,es_8_to_zh_MicroTts_label_fake.npz,Fake,0.874032
test,es_90_to_ar_Xtts_label_fake.npz,Fake,0.951578
test,es_90_to_ja_MicroTts_label_fake.npz,Fake,0.950760
test,es_91_to_ja_Bark_label_fake.npz,Fake,0.961708
test,es_91_to_zh_Bark_label_fake.npz,Fake,0.920261
test,es_92_to_ja_MicroTts_label_fake.npz,Fake,0.948090
test,es_92_to_ru_MicroTts_label_fake.npz,Fake,0.927503
test,es_92_to_zh_MicroTts_label_fake.npz,Fake,0.950585
test,es_93_label_real.npz,Real,0.059088
test,es_93_to_ru_Bark_label_fake.npz,Fake,0.875267
test,es_93_to_zh_Xtts_label_fake.npz,Fake,0.934118
test,es_94_to_ar_MicroTts_label_fake.npz,Fake,0.952437
test,es_94_to_en_MicroTts_label_fake.npz,Fake,0.958640
test,es_95_to_ja_Tacotron_label_fake.npz,Fake,0.964997
test,es_95_to_ru_Bark_label_fake.npz,Fake,0.972976
test,es_96_to_en_MicroTts_label_fake.npz,Fake,0.970419
test,es_96_to_en_Tacotron_label_fake.npz,Fake,0.918684
test,es_96_to_fr_MicroTts_label_fake.npz,Fake,0.943872
test,es_96_to_ja_Bark_label_fake.npz,Fake,0.968484
test,es_97_label_real.npz,Real,0.047150
test,es_97_to_fr_Tacotron_label_fake.npz,Fake,0.963755
test,es_98_to_en_Bark_label_fake.npz,Fake,0.943329
test,es_99_to_zh_Bark_label_fake.npz,Fake,0.886902
test,es_9_to_ja_Bark_label_fake.npz,Fake,0.587348
test,es_9_to_zh_Tacotron_label_fake.npz,Fake,0.671734
test,fr_100_to_en_Bark_label_fake.npz,Fake,0.940190
test,fr_100_to_en_Xtts_label_fake.npz,Fake,0.938985
test,fr_100_to_ru_MicroTts_label_fake.npz,Fake,0.939716
test,fr_101_to_zh_Tacotron_label_fake.npz,Fake,0.962354
test,fr_102_label_real.npz,Real,0.040102
test,fr_102_to_ar_MicroTts_label_fake.npz,Fake,0.963179
test,fr_102_to_en_Bark_label_fake.npz,Fake,0.948299
test,fr_102_to_ru_Xtts_label_fake.npz,Fake,0.896853
test,fr_103_to_ar_Xtts_label_fake.npz,Fake,0.948473
test,fr_103_to_en_MicroTts_label_fake.npz,Fake,0.955675
test,fr_103_to_en_Tacotron_label_fake.npz,Fake,0.949407
test,fr_104_to_es_MicroTts_label_fake.npz,Fake,0.922012
test,fr_104_to_zh_Bark_label_fake.npz,Fake,0.922748
test,fr_104_to_zh_Xtts_label_fake.npz,Fake,0.937644
test,fr_105_to_en_Bark_label_fake.npz,Fake,0.973364
test,fr_105_to_en_MicroTts_label_fake.npz,Fake,0.970155
test,fr_105_to_en_Tacotron_label_fake.npz,Fake,0.973325
test,fr_105_to_es_Xtts_label_fake.npz,Fake,0.974726
test,fr_105_to_ru_Bark_label_fake.npz,Fake,0.978361
test,fr_105_to_ru_MicroTts_label_fake.npz,Fake,0.970193
test,fr_106_to_ja_MicroTts_label_fake.npz,Fake,0.957039
test,fr_106_to_zh_Xtts_label_fake.npz,Fake,0.958447
test,fr_107_to_ar_MicroTts_label_fake.npz,Fake,0.936087
test,fr_107_to_ar_Xtts_label_fake.npz,Fake,0.950052
test,fr_107_to_es_MicroTts_label_fake.npz,Fake,0.954661
test,fr_107_to_ru_Bark_label_fake.npz,Fake,0.951559
test,fr_107_to_ru_MicroTts_label_fake.npz,Fake,0.921824
test,fr_107_to_zh_Bark_label_fake.npz,Fake,0.959000
test,fr_108_label_real.npz,Real,0.044955
test,fr_108_to_ru_Xtts_label_fake.npz,Fake,0.950469
test,fr_109_label_real.npz,Real,0.244808
test,fr_109_to_en_Xtts_label_fake.npz,Fake,0.256631
test,fr_109_to_ja_Tacotron_label_fake.npz,Fake,0.254505
test,fr_109_to_zh_MicroTts_label_fake.npz,Fake,0.150985
test,fr_10_to_en_Xtts_label_fake.npz,Fake,0.928351
test,fr_10_to_es_Tacotron_label_fake.npz,Fake,0.962434
test,fr_10_to_es_Xtts_label_fake.npz,Fake,0.936084
test,fr_10_to_ja_Bark_label_fake.npz,Fake,0.932146
test,fr_10_to_ru_MicroTts_label_fake.npz,Fake,0.964873
test,fr_10_to_zh_Tacotron_label_fake.npz,Fake,0.963890
test,fr_110_to_es_Bark_label_fake.npz,Fake,0.678342
test,fr_110_to_zh_Tacotron_label_fake.npz,Fake,0.952210
test,fr_111_to_en_Tacotron_label_fake.npz,Fake,0.848721
test,fr_111_to_zh_Tacotron_label_fake.npz,Fake,0.891444
test,fr_112_to_ar_Xtts_label_fake.npz,Fake,0.857528
test,fr_112_to_es_Tacotron_label_fake.npz,Fake,0.863468
test,fr_112_to_ja_Bark_label_fake.npz,Fake,0.546949
test,fr_113_to_ar_MicroTts_label_fake.npz,Fake,0.956940
test,fr_113_to_en_Bark_label_fake.npz,Fake,0.934718
test,fr_113_to_es_Bark_label_fake.npz,Fake,0.920582
test,fr_113_to_ja_MicroTts_label_fake.npz,Fake,0.962030
test,fr_113_to_ru_Bark_label_fake.npz,Fake,0.929997
test,fr_114_to_ar_MicroTts_label_fake.npz,Fake,0.952143
test,fr_114_to_ru_Xtts_label_fake.npz,Fake,0.798736
test,fr_115_label_real.npz,Real,0.672475
test,fr_115_to_ar_Xtts_label_fake.npz,Fake,0.803587
test,fr_116_to_ar_Xtts_label_fake.npz,Fake,0.899502
test,fr_116_to_ru_MicroTts_label_fake.npz,Fake,0.855479
test,fr_117_to_ja_MicroTts_label_fake.npz,Fake,0.939529
test,fr_118_to_en_Tacotron_label_fake.npz,Fake,0.958016
test,fr_11_to_ar_Xtts_label_fake.npz,Fake,0.959587
test,fr_11_to_ru_MicroTts_label_fake.npz,Fake,0.931429
test,fr_120_to_en_Tacotron_label_fake.npz,Fake,0.890296
test,fr_120_to_ru_Bark_label_fake.npz,Fake,0.897383
test,fr_120_to_zh_Bark_label_fake.npz,Fake,0.921867
test,fr_120_to_zh_Tacotron_label_fake.npz,Fake,0.880359
test,fr_120_to_zh_Xtts_label_fake.npz,Fake,0.929953
test,fr_12_to_zh_Xtts_label_fake.npz,Fake,0.948583
test,fr_13_to_ar_Xtts_label_fake.npz,Fake,0.947003
test,fr_13_to_zh_Xtts_label_fake.npz,Fake,0.946877
test,fr_14_label_real.npz,Real,0.057959
test,fr_14_to_ar_MicroTts_label_fake.npz,Fake,0.931326
test,fr_14_to_en_Bark_label_fake.npz,Fake,0.964563
test,fr_14_to_zh_Bark_label_fake.npz,Fake,0.954625
test,fr_14_to_zh_MicroTts_label_fake.npz,Fake,0.946780
test,fr_14_to_zh_Xtts_label_fake.npz,Fake,0.958147
test,fr_15_to_es_MicroTts_label_fake.npz,Fake,0.949683
test,fr_15_to_es_Tacotron_label_fake.npz,Fake,0.919929
test,fr_16_to_ar_MicroTts_label_fake.npz,Fake,0.547065
test,fr_16_to_ru_MicroTts_label_fake.npz,Fake,0.958734
test,fr_17_to_en_Xtts_label_fake.npz,Fake,0.932425
test,fr_17_to_es_Tacotron_label_fake.npz,Fake,0.944804
test,fr_17_to_zh_MicroTts_label_fake.npz,Fake,0.234542
test,fr_17_to_zh_Xtts_label_fake.npz,Fake,0.234542
test,fr_18_to_es_MicroTts_label_fake.npz,Fake,0.944717
test,fr_18_to_zh_Bark_label_fake.npz,Fake,0.934933
test,fr_18_to_zh_MicroTts_label_fake.npz,Fake,0.932494
test,fr_18_to_zh_Tacotron_label_fake.npz,Fake,0.939096
test,fr_19_to_ar_Xtts_label_fake.npz,Fake,0.953652
test,fr_1_label_real.npz,Real,0.040060
test,fr_1_to_en_Xtts_label_fake.npz,Fake,0.931188
test,fr_1_to_zh_Bark_label_fake.npz,Fake,0.946052
test,fr_20_to_en_Tacotron_label_fake.npz,Fake,0.964078
test,fr_20_to_ru_Xtts_label_fake.npz,Fake,0.966339
test,fr_21_to_ar_Xtts_label_fake.npz,Fake,0.962555
test,fr_21_to_en_Xtts_label_fake.npz,Fake,0.973405
test,fr_21_to_ru_Bark_label_fake.npz,Fake,0.949634
test,fr_21_to_ru_Xtts_label_fake.npz,Fake,0.960680
test,fr_21_to_zh_MicroTts_label_fake.npz,Fake,0.962755
test,fr_22_to_en_Tacotron_label_fake.npz,Fake,0.906896
test,fr_22_to_es_Bark_label_fake.npz,Fake,0.902823
test,fr_22_to_ru_Xtts_label_fake.npz,Fake,0.891538
test,fr_23_label_real.npz,Real,0.042305
test,fr_23_to_es_Tacotron_label_fake.npz,Fake,0.941861
test,fr_23_to_zh_Xtts_label_fake.npz,Fake,0.950597
test,fr_24_to_ru_MicroTts_label_fake.npz,Fake,0.950726
test,fr_24_to_zh_Bark_label_fake.npz,Fake,0.954466
test,fr_24_to_zh_Tacotron_label_fake.npz,Fake,0.951437
test,fr_25_to_es_Bark_label_fake.npz,Fake,0.964650
test,fr_25_to_ja_Tacotron_label_fake.npz,Fake,0.967582
test,fr_26_to_en_Bark_label_fake.npz,Fake,0.964432
test,fr_26_to_en_MicroTts_label_fake.npz,Fake,0.965744
test,fr_27_label_real.npz,Real,0.056187
test,fr_27_to_en_Bark_label_fake.npz,Fake,0.948210
test,fr_27_to_en_Tacotron_label_fake.npz,Fake,0.951280
